timestamp,atm_id,hostname,os_version,cpu_usage_percent,memory_used_mb,memory_total_mb,memory_usage_percent,disk_read_bytes_per_sec,disk_write_bytes_per_sec,disk_free_gb,network_bytes_sent_per_sec,network_bytes_recv_per_sec,network_errors,process_count,system_uptime_seconds,event_log_errors_last_min,_anomaly
2026-03-05T00:04:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,10.8,1919.5,4096.0,46.86,203058,53108,18.3,10223,8384,0,69,672328,0,
2026-03-05T00:04:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,11.8,1774.4,4096.0,43.32,201742,45312,18.7,10862,7583,0,73,465091,0,
2026-03-05T00:05:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,11.9,1880.7,4096.0,45.92,180815,47077,18.5,13354,7963,0,68,862208,0,
2026-03-05T00:05:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,13.4,1759.3,4096.0,42.95,206410,48513,18.4,12577,6834,0,69,801608,0,
2026-03-05T00:05:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,12.9,1841.0,4096.0,44.95,201159,45118,18.9,12548,9032,0,72,546291,0,
2026-03-05T00:05:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,10.7,1781.7,4096.0,43.5,193846,47647,18.7,12526,7418,0,70,438387,0,
2026-03-05T00:05:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,12.7,1796.5,4096.0,43.86,205798,45837,18.3,11288,8708,0,70,672388,0,
2026-03-05T00:05:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,11.4,1879.2,4096.0,45.88,216531,47461,18.1,11639,6975,0,70,465151,0,
2026-03-05T00:06:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,10.7,1848.4,4096.0,45.13,196901,50796,18.8,13159,8416,0,75,862268,0,
2026-03-05T00:06:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,13.6,1806.3,4096.0,44.1,199859,51544,18.3,12378,8530,0,69,801668,0,
2026-03-05T00:06:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,10.6,1763.2,4096.0,43.05,209681,54093,18.7,10248,8547,0,76,546351,0,
2026-03-05T00:06:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,12.0,1910.1,4096.0,46.63,199219,48049,18.3,13538,7496,0,71,438447,0,
2026-03-05T00:06:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,12.8,1822.4,4096.0,44.49,211050,50123,18.3,10341,6967,0,69,672448,0,
2026-03-05T00:06:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,12.0,1933.1,4096.0,47.19,181835,46977,18.9,13323,7291,0,71,465211,0,
2026-03-05T00:07:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,11.9,1941.6,4096.0,47.4,180961,45219,18.2,11075,8531,0,73,862328,0,
2026-03-05T00:07:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,10.6,1931.8,4096.0,47.16,211866,48950,18.7,12817,8653,0,76,801728,0,
2026-03-05T00:07:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,12.9,1912.8,4096.0,46.7,219218,48538,18.8,12450,7363,0,70,546411,0,
2026-03-05T00:07:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,11.5,1913.7,4096.0,46.72,180513,47673,18.6,13105,8682,0,68,438507,0,
2026-03-05T00:07:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,10.8,1912.1,4096.0,46.68,187461,46283,18.8,12391,9063,0,75,672508,0,
2026-03-05T00:07:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,10.7,1853.2,4096.0,45.24,181042,46844,18.4,10250,8209,0,75,465271,0,
2026-03-05T00:08:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,11.4,1914.2,4096.0,46.73,182789,52789,18.6,12379,8836,0,72,862388,0,
2026-03-05T00:08:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,13.7,1863.8,4096.0,45.5,211621,49128,18.4,13273,8138,0,73,801788,0,
2026-03-05T00:08:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,12.5,1808.3,4096.0,44.15,209612,51063,18.6,12086,7019,0,75,546471,0,
2026-03-05T00:08:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,10.4,1919.6,4096.0,46.87,181508,46609,18.6,13025,7500,0,70,438567,0,
2026-03-05T00:08:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,12.8,1777.4,4096.0,43.39,201792,52364,18.3,10536,7382,0,71,672568,0,
2026-03-05T00:08:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,13.0,1921.0,4096.0,46.9,205860,47893,18.8,12436,7700,0,71,465331,0,
2026-03-05T00:09:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,10.3,1781.4,4096.0,43.49,187950,45017,18.4,12013,8341,0,68,862448,0,
2026-03-05T00:09:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,10.8,1899.9,4096.0,46.38,194221,45502,18.8,10820,7657,0,71,801848,0,
2026-03-05T00:09:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,10.5,1940.2,4096.0,47.37,180282,52063,18.3,12496,7080,0,71,546531,0,
2026-03-05T00:09:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,12.1,1809.6,4096.0,44.18,189240,53513,18.1,11020,7645,0,74,438627,0,
2026-03-05T00:09:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,10.7,1847.8,4096.0,45.11,189449,45349,18.6,13653,7716,0,71,672628,0,
2026-03-05T00:09:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,13.5,1874.9,4096.0,45.77,193012,49579,18.3,11783,7725,0,72,465391,0,
2026-03-05T00:10:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,12.2,1773.9,4096.0,43.31,217946,45946,18.2,10228,9132,0,73,862508,0,
2026-03-05T00:10:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,13.0,1871.5,4096.0,45.69,192403,52952,18.3,13209,6869,0,71,801908,0,
2026-03-05T00:10:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,12.3,1861.3,4096.0,45.44,207954,48087,18.8,11524,8504,0,71,546591,0,
2026-03-05T00:10:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,12.8,1843.0,4096.0,45.0,200577,50861,18.8,12910,8085,0,72,438687,0,
2026-03-05T00:10:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,10.2,1856.8,4096.0,45.33,205110,52632,18.8,12023,7787,0,71,672688,0,
2026-03-05T00:10:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,12.0,1791.4,4096.0,43.74,201803,48356,18.2,12933,6917,0,72,465451,0,
2026-03-05T00:11:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,12.5,1832.3,4096.0,44.73,217332,53894,18.6,12752,8866,0,73,862568,0,
2026-03-05T00:11:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,11.5,1915.9,4096.0,46.77,190467,54181,18.7,10877,8805,0,69,801968,0,
2026-03-05T00:11:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,12.1,1760.3,4096.0,42.98,204542,52276,18.7,12173,8881,0,76,546651,0,
2026-03-05T00:11:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,12.1,1788.0,4096.0,43.65,189269,53516,18.6,10231,8560,0,69,438747,0,
2026-03-05T00:11:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,11.7,1857.5,4096.0,45.35,181808,49255,18.2,11433,7734,0,74,672748,0,
2026-03-05T00:11:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,13.3,1783.9,4096.0,43.55,207401,49327,18.3,11743,7673,0,69,465511,0,
2026-03-05T00:12:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,11.5,1848.3,4096.0,45.12,198026,53203,18.8,11416,7626,0,69,862628,0,
2026-03-05T00:12:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,13.7,1781.9,4096.0,43.5,191222,51886,18.3,13541,8437,0,75,802028,0,
2026-03-05T00:12:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,10.4,1822.9,4096.0,44.5,203951,54242,18.8,11560,7879,0,73,546711,0,
2026-03-05T00:12:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,11.0,1767.9,4096.0,43.16,208254,47869,18.3,12841,6806,0,75,438807,0,
2026-03-05T00:12:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,11.3,1870.1,4096.0,45.66,182537,46568,18.2,12488,7892,0,68,672808,0,
2026-03-05T00:12:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,10.3,1938.0,4096.0,47.31,197899,45649,18.1,13593,8020,0,70,465571,0,
2026-03-05T00:13:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,13.0,1784.3,4096.0,43.56,194274,52541,18.4,12436,8305,0,76,862688,0,
2026-03-05T00:13:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,13.6,1769.0,4096.0,43.19,201695,54350,18.8,11224,7521,0,72,802088,0,
2026-03-05T00:13:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,11.6,1931.2,4096.0,47.15,193158,45737,18.2,11198,8519,0,70,546771,0,
2026-03-05T00:13:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,12.4,1940.9,4096.0,47.39,182365,52659,18.2,13031,7234,0,69,438867,0,
2026-03-05T00:13:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,11.9,1786.8,4096.0,43.62,210934,48128,18.2,10478,7788,0,75,672868,0,
2026-03-05T00:13:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,12.1,1784.1,4096.0,43.56,211938,51596,18.4,11363,8526,0,74,465631,0,
2026-03-05T00:14:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,12.7,1865.7,4096.0,45.55,207394,50566,18.3,12205,8776,0,76,862748,0,
2026-03-05T00:14:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,11.5,1866.6,4096.0,45.57,197786,46098,18.7,10490,8052,0,75,802148,0,
2026-03-05T00:14:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,12.7,1809.7,4096.0,44.18,200747,46137,18.7,10265,7840,0,71,546831,0,
2026-03-05T00:14:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,11.9,1856.9,4096.0,45.33,198231,54507,18.2,11682,8659,0,71,438927,0,
2026-03-05T00:14:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,10.8,1828.8,4096.0,44.65,200755,47343,18.2,13641,8556,0,71,672928,0,
2026-03-05T00:14:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,11.6,1766.3,4096.0,43.12,207680,46333,18.6,12467,7222,0,76,465691,0,
2026-03-05T00:15:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,10.8,1910.5,4096.0,46.64,181155,48074,18.9,13756,7572,0,74,862808,0,
2026-03-05T00:15:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,10.9,1913.7,4096.0,46.72,183564,47459,18.7,11206,8239,0,69,802208,0,
2026-03-05T00:15:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,12.8,1801.9,4096.0,43.99,212750,47855,18.6,11170,6996,0,73,546891,0,
2026-03-05T00:15:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,12.1,1820.9,4096.0,44.46,214191,54575,18.4,13003,8728,0,72,438987,0,
2026-03-05T00:15:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,11.0,1797.8,4096.0,43.89,217341,48453,18.2,13532,7717,0,70,672988,0,
2026-03-05T00:15:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,13.7,1822.0,4096.0,44.48,182398,47511,18.7,11495,7528,0,70,465751,0,
2026-03-05T00:16:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,12.8,1858.0,4096.0,45.36,191307,47833,18.5,11469,8868,0,70,862868,0,
2026-03-05T00:16:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,11.8,1835.1,4096.0,44.8,197843,51470,18.6,11190,8797,0,74,802268,0,
2026-03-05T00:16:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,11.2,1800.4,4096.0,43.96,219917,46068,18.8,12515,7362,0,70,546951,0,
2026-03-05T00:16:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,11.3,1791.2,4096.0,43.73,191302,54894,18.8,11845,9120,0,70,439047,0,
2026-03-05T00:16:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,12.9,1895.8,4096.0,46.28,218338,46052,18.2,11514,7490,0,74,673048,0,
2026-03-05T00:16:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,10.2,1761.9,4096.0,43.02,186371,49718,18.2,10812,6891,0,76,465811,0,
2026-03-05T00:17:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,11.2,1760.5,4096.0,42.98,197791,45345,18.8,11175,9181,0,73,862928,0,
2026-03-05T00:17:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,10.8,1774.6,4096.0,43.33,211750,53154,18.6,11963,7933,0,76,802328,0,
2026-03-05T00:17:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,13.1,1890.9,4096.0,46.16,193800,51524,18.4,13243,7683,0,71,547011,0,
2026-03-05T00:17:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,11.7,1857.9,4096.0,45.36,195944,54877,18.4,12592,8353,0,72,439107,0,
2026-03-05T00:17:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,12.9,1827.0,4096.0,44.6,195485,52656,18.4,13625,8042,0,71,673108,0,
2026-03-05T00:17:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,11.6,1908.9,4096.0,46.6,205268,52217,18.7,12376,8140,0,69,465871,0,
2026-03-05T00:18:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,12.1,1934.9,4096.0,47.24,198803,45763,18.7,13135,7284,0,74,862988,0,
2026-03-05T00:18:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,11.0,1900.0,4096.0,46.39,187644,46172,18.3,10623,8467,0,75,802388,0,
2026-03-05T00:18:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,12.9,1838.3,4096.0,44.88,211615,48200,18.5,13367,8694,0,71,547071,0,
2026-03-05T00:18:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,13.4,1863.2,4096.0,45.49,206226,53384,18.3,12283,8256,0,69,439167,0,
2026-03-05T00:18:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,10.3,1764.9,4096.0,43.09,188388,53287,18.6,10616,6970,0,76,673168,0,
2026-03-05T00:18:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,11.4,1757.8,4096.0,42.92,204643,48987,18.2,11743,7478,0,68,465931,0,
2026-03-05T00:19:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,12.4,1898.0,4096.0,46.34,208078,48202,18.5,13236,8356,0,72,863048,0,
2026-03-05T00:19:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,13.7,1828.4,4096.0,44.64,209637,48917,18.2,11223,8139,0,71,802448,0,
2026-03-05T00:19:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,11.5,1847.9,4096.0,45.11,181531,50574,18.8,11414,7863,0,72,547131,0,
2026-03-05T00:19:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,11.3,1935.3,4096.0,47.25,189740,52619,18.8,13219,7558,0,70,439227,0,
2026-03-05T00:19:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,12.8,1901.0,4096.0,46.41,194056,46446,18.3,10940,8084,0,68,673228,0,
2026-03-05T00:19:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,13.8,1828.4,4096.0,44.64,184004,49787,18.6,12229,7477,0,71,465991,0,
2026-03-05T00:20:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,12.1,1773.5,4096.0,43.3,182117,48966,18.2,11334,8230,0,73,863108,0,
2026-03-05T00:20:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,10.3,1902.2,4096.0,46.44,184976,45047,18.3,11744,7922,0,74,802508,0,
2026-03-05T00:20:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,12.3,1846.5,4096.0,45.08,211382,54943,18.3,10726,7056,0,70,547191,0,
2026-03-05T00:20:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,10.4,1872.4,4096.0,45.71,184662,51029,18.5,10696,8447,0,76,439287,0,
2026-03-05T00:20:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,11.5,1761.7,4096.0,43.01,218739,54620,18.5,12367,7910,0,71,673288,0,
2026-03-05T00:20:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,12.4,1912.4,4096.0,46.69,188790,48849,18.8,13454,8244,0,74,466051,0,
2026-03-05T00:21:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,12.5,1760.1,4096.0,42.97,197094,47209,18.3,12816,9007,0,70,863168,0,
2026-03-05T00:21:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,12.7,1796.3,4096.0,43.85,205236,46658,18.3,10962,7560,0,75,802568,0,
2026-03-05T00:21:00.000Z,ATM-GB-0003,ATM-HOST-0003,Windows 10 LTSB 2016 Build 14393,13.7,1843.5,4096.0,45.01,181485,51121,18.7,11341,8361,0,76,547251,0,
2026-03-05T00:21:00.000Z,ATM-GB-0004,ATM-HOST-0004,Windows 10 LTSB 2016 Build 14393,13.3,1874.0,4096.0,45.75,201410,46516,18.4,11645,8877,0,75,439347,0,
2026-03-05T00:21:00.000Z,ATM-GB-0005,ATM-HOST-0005,Windows 10 LTSB 2016 Build 14393,12.0,1847.6,4096.0,45.11,209106,53879,18.5,13013,7931,0,71,673348,0,
2026-03-05T00:21:00.000Z,ATM-GB-0006,ATM-HOST-0006,Windows 10 LTSB 2016 Build 14393,13.3,1852.3,4096.0,45.22,190166,54524,18.3,11987,6803,0,68,466111,0,
2026-03-05T00:22:00.000Z,ATM-GB-0001,ATM-HOST-0001,Windows 10 LTSB 2016 Build 14393,11.6,1836.2,4096.0,44.83,185202,48346,18.5,12147,7702,0,75,863228,0,
2026-03-05T00:22:00.000Z,ATM-GB-0002,ATM-HOST-0002,Windows 10 LTSB 2016 Build 14393,11.3,1931.8,4096.0,47.16,203442,52811,18.3,11875,8753,0,68,802628,0,
