timestamp,project_id,resource_type,resource_id,zone,metric_name,metric_value,metric_unit,cpu_usage_percent,memory_usage_bytes,memory_limit_bytes,network_ingress_bytes,network_egress_bytes,restart_count,label_app,label_env,label_version,_anomaly
2026-03-05T00:34:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0431,s{CPU},4.31,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:35:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0752,s{CPU},7.52,316777969,1073741824,203998,102499,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:35:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0476,s{CPU},4.76,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:36:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0801,s{CPU},8.01,309037269,1073741824,208603,88200,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:36:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0479,s{CPU},4.79,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:37:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0755,s{CPU},7.55,314462627,1073741824,189223,94571,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:37:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0559,s{CPU},5.59,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:38:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0743,s{CPU},7.43,308578967,1073741824,205260,105692,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:38:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0502,s{CPU},5.02,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:39:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0803,s{CPU},8.03,319609077,1073741824,201099,96241,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:39:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0464,s{CPU},4.64,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:40:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0774,s{CPU},7.74,305521241,1073741824,180348,115351,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:40:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0492,s{CPU},4.92,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:41:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0804,s{CPU},8.04,308689708,1073741824,204040,97292,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:41:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0518,s{CPU},5.18,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:42:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0845,s{CPU},8.45,308116455,1073741824,187582,105774,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:42:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0429,s{CPU},4.29,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:43:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0748,s{CPU},7.48,313736484,1073741824,228799,104018,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:43:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0454,s{CPU},4.54,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:44:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0796,s{CPU},7.96,317766915,1073741824,179633,97252,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:44:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0539,s{CPU},5.39,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:45:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0869,s{CPU},8.69,312869378,1073741824,179317,105705,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:45:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0496,s{CPU},4.96,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:46:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.08,s{CPU},8.0,317991165,1073741824,179769,89395,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:46:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0428,s{CPU},4.28,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:47:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0838,s{CPU},8.38,313446871,1073741824,211354,101532,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:47:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0571,s{CPU},5.71,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:48:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0791,s{CPU},7.91,309476445,1073741824,224564,90232,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:48:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.051,s{CPU},5.1,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:49:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0859,s{CPU},8.59,320057958,1073741824,185563,89595,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:49:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0437,s{CPU},4.37,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:50:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0803,s{CPU},8.03,308047442,1073741824,235293,114104,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:50:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0541,s{CPU},5.41,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:51:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0838,s{CPU},8.38,319717995,1073741824,193973,105421,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:51:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0465,s{CPU},4.65,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:52:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0766,s{CPU},7.66,318736217,1073741824,180761,95822,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:52:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0482,s{CPU},4.82,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:53:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0848,s{CPU},8.48,310834920,1073741824,229688,106692,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:53:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0546,s{CPU},5.46,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:54:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0743,s{CPU},7.43,306431492,1073741824,187404,91539,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:54:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0548,s{CPU},5.48,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:55:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0788,s{CPU},7.88,321096297,1073741824,206126,94743,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:55:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0527,s{CPU},5.27,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:56:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0861,s{CPU},8.61,323605706,1073741824,215112,89282,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:56:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0559,s{CPU},5.59,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:57:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0843,s{CPU},8.43,317266962,1073741824,206941,109834,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:57:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0446,s{CPU},4.46,,,,,0,terminal-handler-db,prod-sim,,
